title,text,subject,date,label,target
Central Bank Adjusts Key Financial Rates - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #139. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,BERLIN — European aerospace consortium completed successful high-altitude test flights for hydrogen-powered zero-emission commercial flight prototypes. Reporting according to official press release #96. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,"WASHINGTON — The Federal Reserve announced a quarter-point interest rate adjustment following its policy meeting, citing inflation trends and employment data. Reporting according to official press release #240. Verified by independent Reuters standards and institutional statements.",politics,2026-01-01,0,REAL
Environmental Protection Board Publishes Report - Official News,BERLIN — European aerospace consortium completed successful high-altitude test flights for hydrogen-powered zero-emission commercial flight prototypes. Reporting according to official press release #46. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
University Study Validates Health Findings - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #295. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Tech Firm Announces Quarterly Revenue Growth - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #125. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Economic Growth Indicators Show Stability - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #25. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Tech Firm Announces Quarterly Revenue Growth - Official News,GENEVA — The World Health Organization released updated global health guidelines recommending balanced diets and regular physical activity to reduce cardiovascular risks. Reporting according to official press release #181. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
MIRACLE CURE SPREADING FAST: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #278 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
University Study Validates Health Findings - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #119. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Economic Growth Indicators Show Stability - Official News,GENEVA — The World Health Organization released updated global health guidelines recommending balanced diets and regular physical activity to reduce cardiovascular risks. Reporting according to official press release #281. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
University Study Validates Health Findings - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #39. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
MIRACLE CURE SPREADING FAST: BREAKING: Secret Alien Technology Discovered in Underground Bunker! Government Hiding The Truth From Citizens! Scientists Shocked!,BREAKING: Secret Alien Technology Discovered in Underground Bunker! Government Hiding The Truth From Citizens! Scientists Shocked! Article ID #230 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
SECRET GOVERNMENT PROJECT EXPOSED: UNBELIEVABLE: Local Man Discovers Free Unlimited Electricity Using Two Magnets And A Paperclip!,UNBELIEVABLE: Local Man Discovers Free Unlimited Electricity Using Two Magnets And A Paperclip! Article ID #59 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Official Statement Released by Ministry - Official News,BERLIN — European aerospace consortium completed successful high-altitude test flights for hydrogen-powered zero-emission commercial flight prototypes. Reporting according to official press release #16. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
"LEAKED REPORT PROVES CONSPIRACY: SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know!","SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know! Article ID #241 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
Global Summit Reaches Bilateral Accord - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #4. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
CELEBRITY SCANDAL LEAKS ONLINE: CONFIRMED: Eating Chocolate 10 Times A Day Reverses Aging Instantly According To Anonymous Unnamed Blogger!,CONFIRMED: Eating Chocolate 10 Times A Day Reverses Aging Instantly According To Anonymous Unnamed Blogger! Article ID #253 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
UNBELIEVABLE DISCOVERY CHANGES EVERYTHING: LEAKED DOCUMENT: Billionaires Plan To Teleport Moon To Another Galaxy Next Month Using Quantum Magnetism!,LEAKED DOCUMENT: Billionaires Plan To Teleport Moon To Another Galaxy Next Month Using Quantum Magnetism! Article ID #12 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
University Study Validates Health Findings - Official News,GENEVA — The World Health Organization released updated global health guidelines recommending balanced diets and regular physical activity to reduce cardiovascular risks. Reporting according to official press release #71. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Tech Firm Announces Quarterly Revenue Growth - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #45. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Central Bank Adjusts Key Financial Rates - Official News,SYDNEY — Marine biologists documented significant coral regeneration across targeted sanctuary zones following intensive conservation management programs. Reporting according to official press release #187. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #144. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
"CELEBRITY SCANDAL LEAKS ONLINE: SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know!","SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know! Article ID #21 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
DOCTORS HATE THIS SIMPLE TRICK: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #138 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
University Study Validates Health Findings - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #135. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
SHOCKING TRUTH REVEALED: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #88 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Central Bank Adjusts Key Financial Rates - Official News,LONDON — Researchers at Oxford University published findings in Nature Medicine analyzing the clinical efficacy of novel immunotherapies across five major hospital trials. Reporting according to official press release #123. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
"SECRET GOVERNMENT PROJECT EXPOSED: SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know!","SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know! Article ID #251 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
"LEAKED REPORT PROVES CONSPIRACY: EXCLUSIVE: Famous Celebrity Replaced By Hologram During Live Interview, Fans Notice Strange Glitch In Eyes!","EXCLUSIVE: Famous Celebrity Replaced By Hologram During Live Interview, Fans Notice Strange Glitch In Eyes! Article ID #145 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
UNBELIEVABLE DISCOVERY CHANGES EVERYTHING: LEAKED DOCUMENT: Billionaires Plan To Teleport Moon To Another Galaxy Next Month Using Quantum Magnetism!,LEAKED DOCUMENT: Billionaires Plan To Teleport Moon To Another Galaxy Next Month Using Quantum Magnetism! Article ID #132 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Tech Firm Announces Quarterly Revenue Growth - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #29. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
University Study Validates Health Findings - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #15. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
University Study Validates Health Findings - Official News,SYDNEY — Marine biologists documented significant coral regeneration across targeted sanctuary zones following intensive conservation management programs. Reporting according to official press release #7. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,BERLIN — European aerospace consortium completed successful high-altitude test flights for hydrogen-powered zero-emission commercial flight prototypes. Reporting according to official press release #136. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
SHOCKING TRUTH REVEALED: BREAKING: Secret Alien Technology Discovered in Underground Bunker! Government Hiding The Truth From Citizens! Scientists Shocked!,BREAKING: Secret Alien Technology Discovered in Underground Bunker! Government Hiding The Truth From Citizens! Scientists Shocked! Article ID #240 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Tech Firm Announces Quarterly Revenue Growth - Official News,SYDNEY — Marine biologists documented significant coral regeneration across targeted sanctuary zones following intensive conservation management programs. Reporting according to official press release #117. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
LEAKED REPORT PROVES CONSPIRACY: MIRACLE REMEDY: Ancient Tree Bark Powder Banishes Stress And Makes You Fly In Your Sleep!,MIRACLE REMEDY: Ancient Tree Bark Powder Banishes Stress And Makes You Fly In Your Sleep! Article ID #297 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
MIRACLE CURE SPREADING FAST: LEAKED DOCUMENT: Billionaires Plan To Teleport Moon To Another Galaxy Next Month Using Quantum Magnetism!,LEAKED DOCUMENT: Billionaires Plan To Teleport Moon To Another Galaxy Next Month Using Quantum Magnetism! Article ID #182 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
DOCTORS HATE THIS SIMPLE TRICK: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #218 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Official Statement Released by Ministry - Official News,TOKYO — Tech innovators unveiled a new semiconductor fabrication process designed to increase energy efficiency in data centers by twenty percent. Reporting according to official press release #112. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
CELEBRITY SCANDAL LEAKS ONLINE: CONFIRMED: Eating Chocolate 10 Times A Day Reverses Aging Instantly According To Anonymous Unnamed Blogger!,CONFIRMED: Eating Chocolate 10 Times A Day Reverses Aging Instantly According To Anonymous Unnamed Blogger! Article ID #293 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
SECRET GOVERNMENT PROJECT EXPOSED: CONFIRMED: Eating Chocolate 10 Times A Day Reverses Aging Instantly According To Anonymous Unnamed Blogger!,CONFIRMED: Eating Chocolate 10 Times A Day Reverses Aging Instantly According To Anonymous Unnamed Blogger! Article ID #83 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Central Bank Adjusts Key Financial Rates - Official News,LONDON — Researchers at Oxford University published findings in Nature Medicine analyzing the clinical efficacy of novel immunotherapies across five major hospital trials. Reporting according to official press release #83. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Central Bank Adjusts Key Financial Rates - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #19. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Environmental Protection Board Publishes Report - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #254. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
MIRACLE CURE SPREADING FAST: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #118 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Environmental Protection Board Publishes Report - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #94. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Global Summit Reaches Bilateral Accord - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #204. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
DOCTORS HATE THIS SIMPLE TRICK: SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle!,SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle! Article ID #186 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
"SECRET GOVERNMENT PROJECT EXPOSED: EXCLUSIVE: Famous Celebrity Replaced By Hologram During Live Interview, Fans Notice Strange Glitch In Eyes!","EXCLUSIVE: Famous Celebrity Replaced By Hologram During Live Interview, Fans Notice Strange Glitch In Eyes! Article ID #75 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
Environmental Protection Board Publishes Report - Official News,BRUSSELS — The European Union passed comprehensive regulations standardizing consumer device charging ports across member states. Reporting according to official press release #78. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
UNBELIEVABLE DISCOVERY CHANGES EVERYTHING: SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle!,SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle! Article ID #116 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Environmental Protection Board Publishes Report - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #214. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
University Study Validates Health Findings - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #279. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #264. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
University Study Validates Health Findings - Official News,LONDON — Researchers at Oxford University published findings in Nature Medicine analyzing the clinical efficacy of novel immunotherapies across five major hospital trials. Reporting according to official press release #263. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Global Summit Reaches Bilateral Accord - Official News,TOKYO — Tech innovators unveiled a new semiconductor fabrication process designed to increase energy efficiency in data centers by twenty percent. Reporting according to official press release #252. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Central Bank Adjusts Key Financial Rates - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #35. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Scientific Consensus Confirms Trial Results - Official News,TOKYO — Tech innovators unveiled a new semiconductor fabrication process designed to increase energy efficiency in data centers by twenty percent. Reporting according to official press release #162. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Tech Firm Announces Quarterly Revenue Growth - Official News,LONDON — Researchers at Oxford University published findings in Nature Medicine analyzing the clinical efficacy of novel immunotherapies across five major hospital trials. Reporting according to official press release #133. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
WARNING TO ALL CITIZENS: MIRACLE REMEDY: Ancient Tree Bark Powder Banishes Stress And Makes You Fly In Your Sleep!,MIRACLE REMEDY: Ancient Tree Bark Powder Banishes Stress And Makes You Fly In Your Sleep! Article ID #207 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
MIRACLE CURE SPREADING FAST: ALERT: Invisible Robots Are Monitoring Your Thoughts Through Standard Household Mirrors! Share Before Deleted!,ALERT: Invisible Robots Are Monitoring Your Thoughts Through Standard Household Mirrors! Share Before Deleted! Article ID #254 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
"LEAKED REPORT PROVES CONSPIRACY: SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know!","SHOCKING: Drinking Lemon Juice Mixed With Miracle Powder Cures All Incurable Diseases Overnight, Doctors Don't Want You To Know! Article ID #201 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
SECRET GOVERNMENT PROJECT EXPOSED: UNBELIEVABLE: Local Man Discovers Free Unlimited Electricity Using Two Magnets And A Paperclip!,UNBELIEVABLE: Local Man Discovers Free Unlimited Electricity Using Two Magnets And A Paperclip! Article ID #179 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
"WARNING TO ALL CITIZENS: EXCLUSIVE: Famous Celebrity Replaced By Hologram During Live Interview, Fans Notice Strange Glitch In Eyes!","EXCLUSIVE: Famous Celebrity Replaced By Hologram During Live Interview, Fans Notice Strange Glitch In Eyes! Article ID #15 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!",News,2026-01-01,1,FAKE
DOCTORS HATE THIS SIMPLE TRICK: SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle!,SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle! Article ID #106 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Official Statement Released by Ministry - Official News,BRUSSELS — The European Union passed comprehensive regulations standardizing consumer device charging ports across member states. Reporting according to official press release #248. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,BERLIN — European aerospace consortium completed successful high-altitude test flights for hydrogen-powered zero-emission commercial flight prototypes. Reporting according to official press release #256. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
SHOCKING TRUTH REVEALED: SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle!,SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle! Article ID #96 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
SHOCKING TRUTH REVEALED: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #8 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
WARNING TO ALL CITIZENS: UNBELIEVABLE: Local Man Discovers Free Unlimited Electricity Using Two Magnets And A Paperclip!,UNBELIEVABLE: Local Man Discovers Free Unlimited Electricity Using Two Magnets And A Paperclip! Article ID #279 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Scientific Consensus Confirms Trial Results - Official News,PARIS — Representatives from 40 nations assembled for the International Climate Summit to outline binding commitments for reducing industrial emissions over the next decade. Reporting according to official press release #194. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Central Bank Adjusts Key Financial Rates - Official News,NEW YORK — Wall Street indexes closed moderately higher as earnings reports from major manufacturing and technology firms exceeded consensus analyst estimates. Reporting according to official press release #195. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
MIRACLE CURE SPREADING FAST: ALERT: Invisible Robots Are Monitoring Your Thoughts Through Standard Household Mirrors! Share Before Deleted!,ALERT: Invisible Robots Are Monitoring Your Thoughts Through Standard Household Mirrors! Share Before Deleted! Article ID #294 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Global Summit Reaches Bilateral Accord - Official News,TOKYO — Tech innovators unveiled a new semiconductor fabrication process designed to increase energy efficiency in data centers by twenty percent. Reporting according to official press release #12. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,"WASHINGTON — The Federal Reserve announced a quarter-point interest rate adjustment following its policy meeting, citing inflation trends and employment data. Reporting according to official press release #120. Verified by independent Reuters standards and institutional statements.",politics,2026-01-01,0,REAL
DOCTORS HATE THIS SIMPLE TRICK: SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle!,SCANDAL: Secret Society Controls Global Weather Patterns Using Giant Microwaves In The Arctic Circle! Article ID #66 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
Central Bank Adjusts Key Financial Rates - Official News,TORONTO — Canadian research council announced major grant funding for renewable energy infrastructure and smart grid modernization projects. Reporting according to official press release #179. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
Official Statement Released by Ministry - Official News,"WASHINGTON — The Federal Reserve announced a quarter-point interest rate adjustment following its policy meeting, citing inflation trends and employment data. Reporting according to official press release #160. Verified by independent Reuters standards and institutional statements.",politics,2026-01-01,0,REAL
MIRACLE CURE SPREADING FAST: WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge!,WARNING: Microwave Ovens Are Sending Secret Signals To Deep Space Satellites Without User Knowledge! Article ID #198 claiming sensational facts without empirical verification or peer review. Click here to read more shocking evidence!,News,2026-01-01,1,FAKE
University Study Validates Health Findings - Official News,GENEVA — The World Health Organization released updated global health guidelines recommending balanced diets and regular physical activity to reduce cardiovascular risks. Reporting according to official press release #231. Verified by independent Reuters standards and institutional statements.,politics,2026-01-01,0,REAL
